670339;985402
670373;985439
670455;985335
670404;985269
670390;985238
670409;985232
670384;985181
670367;985191
670361;985170
670342;985178
670311;985100
670293;985107
670276;985065
670076;985149
670075;985145
670042;985160
670103;985307
670109;985304
670105;985294
670134;985284
670138;985295
670181;985278
670187;985293
670241;985270
670243;985277
670261;985271
670287;985331
670314;985370
